tweet,index,text,pos,conf
1000256487334318080,9,part,N,0.9894
1000256487334318080,14,strategy,N,0.9984
1000256487334318080,17,parity,N,0.9988
1000256487334318080,23,priority,N,0.9982
1000294238196727808,5,unfairly,R,0.9981
1000294238196727808,9,gender,N,0.9983
1000324435298193409,1,persist,V,0.9881
1000324435298193409,4,come,V,0.9996
1000324435298193409,7,ability,N,0.9991
1000324435298193409,9,law,N,0.962
1000324435298193409,13,advance,V,0.9934
1000324435298193409,15,right,N,0.9988
1000324435298193409,17,woman,N,0.9634
1000324435298193409,19,girl,N,0.9833
1000324435298193409,29,group,N,0.9901
1000324435298193409,35,challenge,N,0.9985
1000354640632872962,7,use,V,0.992
1000354640632872962,9,language,N,0.9988
1000354640632872962,13,bias,N,0.9848
1000354640632872962,16,expression,N,0.9991
1000354640632872962,18,find,V,0.9985
1000384842637500417,1,day,N,0.9989
1000384842637500417,5,continent,N,0.9997
1000384842637500417,11,men,N,0.9774
1000384842637500417,13,shape,V,0.9922
1000384842637500417,15,good,A,0.9717
1000384842637500417,19,country,N,0.9998
1000400353446285314,11,begin,V,0.9966
1000400403006140422,14,change,V,0.9922
1000400403006140422,16,paradigm,N,0.9987
1000400403006140422,19,violence,N,0.9973
1000400403006140422,21,woman,N,0.9805
1000415043572371458,2,woman,N,0.9806
1000415043572371458,4,girl,N,0.9948
1000415043572371458,8,violation,N,0.9999
1000415043572371458,11,right,N,0.9989
1000415043572371458,13,see,V,0.9677
1000415043572371458,16,work,V,0.9958
1000415043572371458,18,ensure,V,0.9997
1000415043572371458,20,woman,N,0.9975
1000415043572371458,22,girl,N,0.9903
1000415043572371458,23,enjoy,V,0.9993
1000415043572371458,27,live,V,0.9631
1000415043572371458,30,violence,N,0.9622
1000433938198925312,5,perform,V,0.998
1000433938198925312,8,role,N,0.9982
1000433938198925312,13,standard,N,0.9986
1000433938198925312,18,difficult,A,0.9833
1000433938198925312,19,condition,N,0.9996
1000433938198925312,21,men,N,0.9911
1000433938198925312,26,woman,N,0.9883
1000445241764274176,7,work,N,0.9969
1000445241764274176,9,great,A,0.9921
1000445241764274176,10,job,N,0.9919
1000445241764274176,11,insecurity,N,0.9983
1000445241764274176,14,time,N,0.9837
1000445241764274176,18,get,V,0.9998
1000445241764274176,20,fact,N,0.9994
1000475434625191936,1,equality,N,0.9988
1000475434625191936,12,achievement,N,0.9743
1000475434625191936,14,enormous,A,0.9725
1000475434625191936,16,ramification,N,0.9985
1000475434625191936,18,join,V,0.9982
1000475434625191936,25,goal,N,0.998
1000505630438973441,6,level,N,0.999
1000505630438973441,9,leadership,N,0.9962
1000505630438973441,11,political,A,0.9703
1000505630438973441,12,participation,N,0.9997
1000505630438973441,19,work,V,0.9958
1000505630438973441,21,change,V,0.9794
1000550929282883584,1,woman,N,0.9967
1000550929282883584,4,peaceful,A,0.9919
1000550929282883584,5,society,N,0.9984
1000550929282883584,13,great,A,0.9619
1000550929282883584,17,community,N,0.9986
1000550929282883584,20,see,V,0.9969
1000550929282883584,22,sign,N,0.9936
1000550929282883584,25,extremism,N,0.9758
1000550929282883584,27,take,V,0.979
1000550929282883584,29,action,N,0.9994
1000596221508153345,1,people,N,0.9988
1000596221508153345,4,exception,N,0.9966
1000596221508153345,9,protection,N,0.9892
1000596221508153345,13,right,N,0.9978
1000596221508153345,21,continue,V,0.9869
1000596221508153345,24,discrimination,N,0.9982
1000596221508153345,26,simply,R,0.9936
1000596221508153345,34,start,V,0.9713
1000596221508153345,40,take,V,0.9824
1000596221508153345,41,action,N,0.9969
1000641518686883841,1,day,N,0.9989
1000641518686883841,3,people,N,0.995
1000641518686883841,8,right,N,0.9978
1000641518686883841,12,gender,N,0.9986
1000641518686883841,14,race,N,0.9829
1000641518686883841,18,status,N,0.9991
1000641518686883841,20,activist,N,0.9659
1000641518686883841,28,way,N,0.9937
1000641518686883841,30,acknowledge,V,0.9979
1000641518686883841,32,intersection,N,0.9984
1000641518686883841,35,form,N,0.9993
1000641518686883841,37,discrimination,N,0.9987
1000686822513659904,1,join,V,0.9968
1000686822513659904,12,parliamentary,A,0.9774
1000686822513659904,13,election,N,0.9996
1000686822513659904,15,launch,V,0.9903
1000686822513659904,21,empowerment,N,0.9806
1000686822513659904,23,leadership,N,0.9665
1000686822513659904,30,see,V,0.992
1000686822513659904,32,result,N,0.9985
1000732131985936384,1,matter,N,0.9894
1000732131985936384,10,woman,N,0.9656
1000732131985936384,13,less,A,0.9671
1000732131985936384,15,men,N,0.9789
1000732131985936384,19,work,N,0.9981
1000732131985936384,21,join,V,0.9982
1000732131985936384,25,call,V,0.9833
1000732131985936384,30,fact,N,0.9992
1000738053135233024,3,thank,V,0.9714
1000738053135233024,7,run,V,0.9921
1000738053135233024,10,support,N,0.9891
1000738119279435778,6,runner,N,0.9917
1000738119279435778,7,participate,V,0.9994
1000777423858864128,4,trend,V,0.9988
1000777423858864128,11,message,N,0.998
1000777423858864128,13,always,R,0.9913
1000777423858864128,15,relevant,A,0.987
1000822727236902912,4,online,A,0.975
1000822727236902912,5,space,N,0.9989
1000822727236902912,7,psychological,A,0.9902
1000822727236902912,8,violence,N,0.999
1000822727236902912,10,woman,N,0.987
1000822727236902912,12,join,V,0.9684
1000822727236902912,16,take,V,0.9783
1000822727236902912,17,action,N,0.9915
1000822727236902912,22,violence,N,0.9992
1000868015116832768,3,fan,N,0.9985
1000868015116832768,13,use,V,0.9779
1000868015116832768,15,platform,N,0.9989
1000868015116832768,17,share,V,0.998
1000868015116832768,19,story,N,0.9991
1000868015116832768,21,woman,N,0.9736
1000868015116832768,24,raise,V,0.9999
1000868015116832768,26,voice,N,0.9991
1000913313461653504,1,many,A,0.9941
1000913313461653504,2,woman,N,0.9959
1000913313461653504,4,want,V,0.9996
1000913313461653504,9,get,V,0.9994
1000913313461653504,11,chance,N,0.9942
1000913313461653504,17,woman,N,0.9656
1000913313461653504,20,less,A,0.9671
1000913313461653504,22,men,N,0.9789
1000913313461653504,26,work,N,0.9981
1000913313461653504,29,fact,N,0.9992
1000958612225871872,2,march,N,0.984
1000958612225871872,8,woman,N,0.9656
1000958612225871872,10,raise,V,0.9988
1000958612225871872,12,voice,N,0.9975
1000958612225871872,16,call,V,0.9993
1000958612225871872,18,sexual,A,0.9765
1000958612225871872,19,harassment,N,0.9992
1000958612225871872,21,organize,V,0.9961
1000958612225871872,23,unequal,A,0.9664
1000958612225871872,24,pay,N,0.9764
1000958612225871872,27,political,A,0.9637
1000958612225871872,28,representation,N,0.9994
1000958612225871872,33,join,V,0.9982
1000998903284629504,7,capture,V,0.9938
1000998903284629504,9,change,N,0.9661
1000998903284629504,11,improve,V,0.9986
1000998903284629504,14,girl,N,0.9936
1000998903284629504,16,find,V,0.9969
1001019021142224898,12,also,R,0.9983
1001019021142224898,16,good,A,0.9776
1001019021142224898,17,world,N,0.9883
1001019021142224898,19,today,N,0.9934
1001019021142224898,21,hear,V,0.9921
1001049218847473664,2,woman,N,0.9895
1001049218847473664,5,economy,N,0.9894
1001049218847473664,14,participation,N,0.9969
1001049218847473664,15,result,N,0.9634
1001049218847473664,18,economic,A,0.981
1001049218847473664,19,growth,N,0.999
1001074659901739008,5,powerful,A,0.999
1001074659901739008,6,actor,N,0.9991
1001074659901739008,13,make,V,0.9996
1001074659901739008,16,minority,N,0.9888
1001074659901739008,25,need,V,0.994
1001083490220339201,6,team,N,0.968
1001083490220339201,14,runner,N,0.9929
1001083607048445952,3,thank,V,0.9714
1001083607048445952,7,take,V,0.9911
1001083607048445952,8,action,N,0.9937
1001083607048445952,10,accelerate,V,0.997
1001083607048445952,11,gender,N,0.9642
1001083607048445952,12,equality,N,0.9984
1001083616804397056,5,necessary,A,0.9777
1001083616804397056,7,achieve,V,0.9986
1001083616804397056,12,agenda,N,0.9917
1001083616804397056,14,today,N,0.9899
1001083616804397056,16,join,V,0.9999
1001083616804397056,19,event,N,0.983
1001094530979024896,2,new,A,0.9967
1001094530979024896,2,new,A,0.9967
1001094530979024896,2,new,A,0.9967
1001094530979024896,6,new,A,0.9988
1001094530979024896,6,new,A,0.9988
1001094530979024896,6,new,A,0.9988
1001094530979024896,7,day,N,0.9964
1001094530979024896,7,day,N,0.9964
1001094530979024896,7,day,N,0.9964
1001094530979024896,10,woman,N,0.9684
1001094530979024896,10,woman,N,0.9684
1001094530979024896,10,woman,N,0.9684
1001094530979024896,11,everywhere,R,0.9963
1001094530979024896,11,everywhere,R,0.9963
1001094530979024896,11,everywhere,R,0.9963
1001094530979024896,19,use,V,0.9972
1001094530979024896,19,use,V,0.9972
1001094530979024896,19,use,V,0.9972
1001094530979024896,21,power,N,0.9971
1001094530979024896,21,power,N,0.9971
1001094530979024896,21,power,N,0.9971
1001094530979024896,23,music,N,0.9916
1001094530979024896,23,music,N,0.9916
1001094530979024896,23,music,N,0.9916
1001094530979024896,25,inspire,V,0.9983
1001094530979024896,25,inspire,V,0.9983
1001094530979024896,25,inspire,V,0.9983
1001094530979024896,27,speak,V,0.9975
1001094530979024896,27,speak,V,0.9975
1001094530979024896,27,speak,V,0.9975
1001094530979024896,30,equal,A,0.996
1001094530979024896,30,equal,A,0.996
1001094530979024896,30,equal,A,0.996
1001094530979024896,31,right,N,0.9989
1001094530979024896,31,right,N,0.9989
1001094530979024896,31,right,N,0.9989
1001135528459341825,4,need,V,0.9766
1001135528459341825,16,help,V,0.9951
1001135528459341825,18,break,V,0.9871
1001135528459341825,20,stigma,N,0.9939
1001139829046996994,5,feel,V,0.9984
1001139829046996994,11,get,V,0.9996
1001139829046996994,13,fact,N,0.9988
1001139829046996994,15,woman,N,0.9861
1001139829046996994,18,workplace,N,0.9945
1001185116071383040,3,pretend,V,0.9991
1001185116071383040,7,man,N,0.9856
1001185116071383040,10,start,V,0.9943
1001185116071383040,18,business,N,0.9965
1001185116071383040,21,employee,N,0.9993
1001185116071383040,26,woman,N,0.9878
1001185116071383040,27,miner,N,0.9817
1001204003080953856,3,student,N,0.9675
1001204003080953856,6,gender,N,0.9665
1001204003080953856,7,bias,N,0.9961
1001204003080953856,10,dare,V,0.9919
1001204003080953856,18,debate,N,0.9652
1001204003080953856,21,see,V,0.994
1001204003080953856,23,photo,N,0.9875
1001204003080953856,24,story,N,0.9969
1001204003080953856,26,vivid,A,0.9845
1001204362750853124,8,strong,A,0.9974
1001204362750853124,9,presence,N,0.9984
1001204362750853124,11,participation,N,0.9865
1001204362750853124,20,cultural,A,0.9776
1001204362750853124,21,activity,N,0.9991
1001206030238474240,6,complexity,N,0.9994
1001206030238474240,9,solution,N,0.9955
1001206030238474240,11,improve,V,0.9986
1001206030238474240,16,home,N,0.9975
1001206030238474240,21,context,N,0.9997
1001230406123970564,13,year,N,0.9982
1001230406123970564,15,service,N,0.9896
1001230406123970564,20,highlight,V,0.9908
1001230406123970564,22,critical,A,0.9759
1001230406123970564,24,woman,N,0.9618
1001230406123970564,26,play,V,0.9908
1001230406123970564,30,resolve,V,0.9978
1001230406123970564,31,conflict,N,0.999
1001275707077652480,2,need,V,0.9954
1001275707077652480,4,woman,N,0.9966
1001275707077652480,8,find,V,0.9969
1001298352070365185,6,gender,N,0.9952
1001298352070365185,10,officer,N,0.975
1001298352070365185,17,work,V,0.9882
1001298352070365185,21,peaceful,A,0.996
1001320999734992896,2,day,N,0.9727
1001320999734992896,5,today,N,0.9941
1001320999734992896,8,pay,V,0.9818
1001320999734992896,20,protect,V,0.9982
1001320999734992896,21,others,N,0.9841
1001320999734992896,26,model,N,0.9967
1001320999734992896,29,inspiration,N,0.9991
1001343657469972480,1,need,V,0.9956
1001343657469972480,3,woman,N,0.9963
1001343657469972480,6,mission,N,0.9901
1001343657469972480,8,help,V,0.9937
1001343657469972480,9,country,N,0.9927
1001343657469972480,10,tear,V,0.9895
1001343657469972480,14,condition,N,0.9961
1001343657469972480,19,find,V,0.9973
1001343657469972480,23,pivotal,A,0.9861
1001343657469972480,24,role,N,0.996
1001343657469972480,26,woman,N,0.9803
1001366300957073409,5,work,V,0.9956
1001366300957073409,6,tirelessly,R,0.9772
1001366300957073409,14,make,V,0.9968
1001366300957073409,15,thing,N,0.9848
1001366300957073409,19,affect,V,0.9855
1001366300957073409,21,conflict,N,0.97
1001366300957073409,23,violence,N,0.9825
1001388960101404672,3,often,R,0.9823
1001388960101404672,4,reach,V,0.9963
1001388960101404672,8,peacekeeper,N,0.9926
1001388960101404672,10,seek,V,0.99
1001388960101404672,11,protection,N,0.9978
1001388960101404672,15,raise,V,0.9758
1001388960101404672,16,security,N,0.9611
1001388960101404672,17,concern,N,0.9983
1001388960101404672,19,especially,R,0.9896
1001388960101404672,24,victim,N,0.9989
1001388960101404672,26,sexual,A,0.9884
1001388960101404672,27,violence,N,0.999
1001398726496309250,5,mission,N,0.97
1001398726496309250,18,contingent,N,0.9955
1001398726496309250,24,find,V,0.9973
1001411606750941184,3,know,V,0.9951
1001411606750941184,7,deploy,V,0.9806
1001411606750941184,10,area,N,0.9919
1001411606750941184,13,make,V,0.9884
1001411606750941184,15,positive,A,0.9949
1001411606750941184,16,impact,N,0.9961
1001411606750941184,19,environment,N,0.9992
1001411606750941184,23,role,N,0.9886
1001411606750941184,28,protect,V,0.9945
1001411606750941184,31,contribute,V,0.9915
1001411606750941184,34,equal,A,0.9921
1001411606750941184,35,basis,N,0.996
1001411606750941184,40,success,N,0.9997
1001411606750941184,43,mission,N,0.9955
1001434284090183680,4,condition,N,0.9745
1001434284090183680,6,achieve,V,0.9998
1001434284090183680,13,equality,N,0.9984
1001434284090183680,18,world,N,0.9935
1001434284090183680,22,predominantly,R,0.9634
1001434284090183680,26,work,V,0.9958
1001434284090183680,28,break,V,0.9989
1001434284090183680,30,trend,N,0.9976
1001446802418171905,5,celebrate,V,0.9957
1001446802418171905,7,anniversary,N,0.9996
1001446802418171905,20,men,N,0.9953
1001446802418171905,22,woman,N,0.967
1001446802418171905,24,serve,V,0.9712
1001456918609715201,9,support,N,0.9875
1001456918609715201,18,need,V,0.9937
1001456918609715201,27,peaceful,A,0.996
1001467010398720000,5,provide,V,0.9951
1001467010398720000,18,violence,N,0.9935
1001467010398720000,28,want,V,0.9996
1001467010398720000,30,make,V,0.9995
1001479594459967489,2,woman,N,0.9978
1001479594459967489,8,good,A,0.9941
1001479594459967489,9,job,N,0.9969
1001479594459967489,12,civilian,N,0.9884
1001479594459967489,14,include,V,0.9789
1001479594459967489,18,sexual,A,0.993
1001479594459967489,19,violence,N,0.999
1001479594459967489,30,heart,N,0.999
1001479594459967489,33,responsibility,N,0.9983
1001479594459967489,35,duty,N,0.9911
1001479594459967489,38,say,V,0.9992
1001501684172980224,4,woman,N,0.9918
1001501684172980224,6,men,N,0.9763
1001501684172980224,9,attend,V,0.9981
1001501684172980224,11,pilot,N,0.9807
1001501684172980224,12,training,N,0.9757
1001501684172980224,14,trainer,N,0.9927
1001501684172980224,18,political,A,0.9703
1001501684172980224,19,participation,N,0.9999
1001501684172980224,21,woman,N,0.9763
1001502216946151425,3,gender,N,0.9858
1001502216946151425,4,gap,N,0.9877
1001502216946151425,12,provide,V,0.9962
1001502216946151425,16,training,N,0.9945
1001524879781490688,8,peacekeeper,N,0.992
1001524879781490688,9,get,V,0.9989
1001524879781490688,10,ready,A,0.9893
1001524879781490688,12,deployment,N,0.9822
1001524879781490688,15,mission,N,0.9869
1001524879781490688,19,become,V,0.9989
1001524879781490688,23,sexual,A,0.9933
1001524879781490688,24,violence,N,0.9986
1001524879781490688,28,conflict,N,0.9949
1001547512229097474,1,part,N,0.9962
1001547512229097474,5,gender,N,0.9605
1001547512229097474,6,parity,N,0.9978
1001547512229097474,7,strategy,N,0.9977
1001547512229097474,10,support,V,0.9668
1001547512229097474,13,increase,V,0.9952
1001547512229097474,15,number,N,0.999
1001547512229097474,17,woman,N,0.9694
1001547512229097474,24,address,V,0.9999
1001547512229097474,26,complexity,N,0.9912
1001573733511950340,5,responsibility,N,0.9986
1001573733511950340,7,ensure,V,0.9976
1001573733511950340,8,woman,N,0.9903
1001573733511950340,10,girl,N,0.9916
1001573733511950340,16,tool,N,0.9982
1001573733511950340,18,participate,V,0.9907
1001573733511950340,20,succeed,V,0.9945
1001573733511950340,23,workplace,N,0.9976
1001573733511950340,25,tomorrow,N,0.9894
1001573733511950340,31,new,A,0.9902
1001573733511950340,34,publication,N,0.9975
1001592798980788226,3,know,V,0.9951
1001592798980788226,12,conduct,V,0.9949
1001592798980788226,15,all-female,A,0.9865
1001592798980788226,16,foot,N,0.9972
1001592798980788226,17,patrol,N,0.9743
1001592798980788226,21,participation,N,0.9996
1001592798980788226,23,peacekeeper,N,0.9652
1001592798980788226,26,country,N,0.9995
1001592798980788226,42,patrol,V,0.9926
1001592798980788226,46,local,A,0.9815
1001592798980788226,47,community,N,0.9998
1001638088370786304,5,join,V,0.9987
1001638088370786304,7,army,N,0.9933
1001638088370786304,10,dream,N,0.9903
1001638088370786304,11,come,V,0.9881
1001638088370786304,12,true,A,0.983
1001638088370786304,16,start,V,0.9992
1001638088370786304,19,love,N,0.9985
1001638088370786304,22,uniform,N,0.9616
1001638088370786304,26,responsibility,N,0.9982
1001638088370786304,28,come,V,0.9885
1001683388292648960,4,voter,N,0.9954
1001683388292648960,11,position,N,0.9957
1001683388292648960,16,ability,N,0.9833
1001683388292648960,18,agent,N,0.9972
1001683388292648960,25,effort,N,0.9949
1001683388292648960,29,leader,N,0.9935
1001728688365494272,1,countdown,N,0.9992
1001728688365494272,8,get,V,0.9987
1001728688365494272,15,want,V,0.9997
1001728688365494272,16,woman,N,0.9837
1001728688365494272,23,aspect,N,0.9996
1001728688365494272,26,world,N,0.9916
1001728688365494272,29,education,N,0.985
1001728688365494272,43,fight,V,0.9978
1001735181034840064,7,ask,V,0.9965
1001735181034840064,10,bright,A,0.9966
1001735181034840064,11,youth,N,0.9779
1001735181034840064,13,convene,V,0.9704
1001735181034840064,14,today,N,0.9881
1001773996608761856,1,speak,V,0.9995
1001773996608761856,5,right,N,0.9981
1001773996608761856,7,take,V,0.9701
1001773996608761856,8,action,N,0.9915
1001773996608761856,10,transform,V,0.9994
1001773996608761856,13,day,N,0.9991
1001773996608761856,15,everywhere,R,0.9918
1001773996608761856,21,equality,N,0.9984
1001819312540307457,2,know,V,0.9959
1001819312540307457,10,officer,N,0.9637
1001819312540307457,14,serve,V,0.9961
1001819312540307457,16,gender,N,0.9759
1001819312540307457,17,officer,N,0.9906
1001819312540307457,22,teach,V,0.9995
1001819312540307457,23,course,N,0.9761
1001819312540307457,25,gender,N,0.963
1001819312540307457,26,violence,N,0.9985
1001819312540307457,30,prevent,V,0.9992
1001819312540307457,32,right,N,0.9963
1001819312540307457,33,violation,N,0.9982
1001819312540307457,36,victim,N,0.9996
1001819312540307457,38,sexual,A,0.9884
1001819312540307457,39,violence,N,0.999
1001836605181714434,4,right,N,0.9887
1001836605181714434,5,activist,N,0.9944
1001836605181714434,6,detain,V,0.9992
1001836605181714434,12,urge,V,0.987
1001836605181714434,18,reveal,V,0.9998
1001836605181714434,20,location,N,0.9994
1001836605181714434,22,ensure,V,0.9687
1001854506894753793,4,inspiring,A,0.9922
1001854506894753793,5,woman,N,0.9984
1001854506894753793,8,courageous,A,0.9848
1001854506894753793,9,story,N,0.9993
1001854506894753793,13,partner,N,0.9889
1001854506894753793,15,bring,V,0.998
1001854506894753793,17,extraordinary,A,0.979
1001854506894753793,18,documentary,N,0.9993
1001854506894753793,19,play,V,0.984
1001864610247561219,2,silence,N,0.9993
1001864610247561219,6,impunity,N,0.9982
1001864610247561219,10,harassment,N,0.9992
1001872666075201536,14,drum,N,0.9934
1001872666075201536,17,dhol,N,0.9841
1001908261740826626,3,repeal,V,0.997
1001908261740826626,6,amendment,N,0.9987
1001908261740826626,9,sexual,A,0.9882
1001908261740826626,12,health,N,0.9939
1001908261740826626,13,right,N,0.9991
1001955186804494336,3,issue,N,0.9951
1001955186804494336,8,encourage,V,0.9971
1001955186804494336,9,conversation,N,0.997
1001955186804494336,11,give,V,0.9984
1001955186804494336,12,woman,N,0.9809
1001955186804494336,16,agency,N,0.9977
1001955186804494336,18,need,V,0.9979
1001955186804494336,20,individual,N,0.9921
1002000478773940225,1,may,V,0.9882
1002000478773940225,2,come,V,0.9992
1002000478773940225,4,different,A,0.9916
1002000478773940225,5,culture,N,0.9991
1002000478773940225,16,goal,N,0.9989
1002000478773940225,20,crime,N,0.975
1002000478773940225,22,humanity,N,0.9948
1002000478773940225,25,gender,N,0.971
1002000478773940225,26,equality,N,0.9978
1002000478773940225,28,contribute,V,0.9775
1002045776942567424,1,work,V,0.9959
1002045776942567424,5,gender,N,0.9879
1002045776942567424,6,gap,N,0.9877
1002045776942567424,9,public,A,0.9668
1002045776942567424,10,position,N,0.9997
1002045776942567424,13,woman,N,0.9719
1002045776942567424,20,find,V,0.9973
1002091074108755968,0,find,V,0.9959
1002091074108755968,4,help,V,0.99
1002091074108755968,11,gender,N,0.9715
1002091074108755968,12,equality,N,0.9972
1002091074108755968,16,director,N,0.9814
1002091074108755968,18,budget,N,0.9812
1002091074108755968,25,speak,V,0.999
1002136377088184320,7,woman,N,0.9961
1002136377088184320,12,life,N,0.9887
1002136377088184320,13,run,V,0.9929
1002136377088184320,16,equality,N,0.9955
1002181687726559232,9,economically,R,0.9953
1002181687726559232,13,control,N,0.9804
1002181687726559232,15,income,N,0.9816
1002181687726559232,19,resource,N,0.9602
1002181687726559232,20,away,R,0.9882
1002181687726559232,22,alcohol,N,0.992
1002181687726559232,24,tobacco,N,0.9781
1002181687726559232,26,food,N,0.9776
1002181687726559232,28,healthcare,N,0.9782
1002207179338932224,4,year,N,0.9873
1002207179338932224,7,saw,V,0.9923
1002207179338932224,10,number,N,0.9974
1002207179338932224,12,woman,N,0.9787
1002207179338932224,15,ballot,N,0.9982
1002207179338932224,18,unprecedented,A,0.9959
1002207179338932224,20,woman,N,0.9936
1002207179338932224,21,register,V,0.9875
1002207179338932224,23,candidate,N,0.9956
1002208054585290753,3,today,N,0.9965
1002208054585290753,7,reduce,V,0.9775
1002208054585290753,8,tobacco,N,0.9897
1002208054585290753,10,promote,V,0.9971
1002208054585290753,11,global,A,0.9833
1002208054585290753,12,health,N,0.9979
1002208054585290753,15,development,N,0.9942
1002208054585290753,20,choose,V,0.9747
1002208054585290753,21,health,N,0.9866
1002226995412066304,10,equal,A,0.9862
1002226995412066304,14,visibility,N,0.9989
1002245652443746307,3,provide,V,0.9835
1002245652443746307,4,woman,N,0.9886
1002245652443746307,6,girl,N,0.9821
1002245652443746307,8,equal,A,0.9923
1002245652443746307,9,access,N,0.9946
1002245652443746307,11,education,N,0.9844
1002245652443746307,13,health,N,0.961
1002245652443746307,16,decent,A,0.9957
1002245652443746307,17,work,N,0.998
1002245652443746307,20,sustainable,A,0.9922
1002245652443746307,21,economy,N,0.9995
1002246198110060546,4,adopt,V,0.9945
1002246198110060546,5,appropriate,A,0.9736
1002246198110060546,7,governance,N,0.9935
1002246198110060546,11,nomination,N,0.9961
1002246198110060546,12,framework,N,0.9945
1002246198110060546,16,transparent,A,0.9868
1002246660939010049,4,stand,V,0.9802
1002246660939010049,14,woman,N,0.9751
1002246660939010049,16,beat,V,0.979
1002246660939010049,19,partner,N,0.9972
1002246660939010049,24,put,V,0.9964
1002272289617006593,2,voice,N,0.9982
1002272289617006593,8,workload,N,0.9602
1002272289617006593,10,involve,V,0.9878
1002272289617006593,14,generation,N,0.9988
1002272289617006593,17,right,N,0.9981
1002272289617006593,20,conversation,N,0.9997
1002272289617006593,26,way,N,0.9829
1002272289617006593,32,right,N,0.9961
1002272289617006593,35,day,N,0.9995
1002274956137426950,5,inspire,V,0.9895
1002274956137426950,10,morning,N,0.9981
1002274956137426950,12,thank,V,0.9881
1002274956137426950,16,engagement,N,0.9986
1002274956137426950,18,commitment,N,0.9858
1002274956137426950,20,woman,N,0.9605
1002288011701379072,17,improve,V,0.9974
1002288011701379072,20,country,N,0.9663
1002317594148392960,5,introduce,V,0.9687
1002317594148392960,7,budgeting,N,0.9951
1002317594148392960,15,gender,N,0.971
1002317594148392960,16,equality,N,0.9977
1002317594148392960,18,find,V,0.9969
1002317594148392960,22,expert,N,0.999
1002338311669780480,5,meet,V,0.9724
1002338311669780480,7,year,N,0.9966
1002338311669780480,9,tackle,V,0.9971
1002338311669780480,12,affect,V,0.9974
1002338311669780480,14,world,N,0.9818
